"","d1.txt","d2.txt","d3.txt","speech1.txt","tdm.csv","Text_MR.R"
"disaster",0,0,0,0,1,0
"discovered",0,0,0,0,1,0
"disgusting",0,0,0,0,1,0
"dishonest",0,0,0,0,1,0
"dishonesty",0,0,0,0,1,0
"dislike",0,0,0,0,1,0
"dismantle",0,0,0,0,1,0
"disoriented",0,0,0,0,1,0
"ditch",0,0,0,0,1,0
"divided",0,0,0,0,1,0
"divorced",0,0,0,0,1,0
"docs",0,0,0,0,1,9
"doctors",0,0,0,0,1,0
"documenttermmatrixdocs",0,0,0,0,1,1
"dosage",0,0,0,0,1,0
"double",0,0,0,0,1,0
"doubledigit",0,0,0,0,1,0
"dragged",0,0,0,0,1,0
"dragons",0,0,0,0,1,0
"drain",0,0,0,0,1,0
"draw",0,0,0,0,1,0
"dream",0,0,0,0,1,0
"dreamed",0,0,0,0,1,0
"dreams",0,0,0,0,1,0
"dressed",0,0,0,0,1,0
"drink",0,0,0,0,1,0
"dropping",0,0,0,0,1,0
"drowning",0,0,0,0,1,0
"drudge",0,0,0,0,1,0
"drugs",0,0,0,0,1,0
"drunk",0,0,0,0,1,0
"dtm",0,0,0,0,1,2
"dtxtdtxtdtxtspeechtxtspeechtxtspeechtxttdmcsvtextmrr",0,0,0,0,1,0
"dtxtdtxtdtxtspeechtxttdmcsvtextmrr",0,0,0,0,2,0
"dummies",0,0,0,0,1,0
"dying",0,0,0,0,1,0
"earn",0,0,0,0,1,0
"easier",0,0,0,0,1,0
"easiest",0,0,0,0,1,0
"easily",0,0,0,0,1,0
"easterwood",0,0,0,0,1,0
"eat",0,0,0,0,1,0
"edged",0,0,0,0,1,0
"editing",0,0,0,0,1,0
"educational",0,0,0,0,1,0
"effect",0,0,0,0,1,0
"eighteen",0,0,0,0,1,0
"eighty",0,0,0,0,1,0
"eightynine",0,0,0,0,1,0
"elect",0,0,0,0,1,0
"election",0,0,0,0,1,0
"electric",0,0,0,0,1,0
"elements",0,0,0,0,1,0
"eliminate",0,0,0,0,1,0
"else",0,0,0,0,1,0
"elysium",0,0,0,0,1,0
"emily",0,0,0,0,1,0
"employed",0,0,0,0,1,0
"encouraging",0,0,0,0,1,0
"end",0,0,0,0,1,0
"endorsement",0,0,0,0,1,0
"ends",0,0,0,0,1,0
"enemies",0,0,0,0,1,0
"enjoy",0,0,0,0,1,0
"entered",0,0,0,0,1,0
"enthused",0,0,0,0,1,0
"enthusiasm",0,0,0,0,1,0
"entirely",0,0,0,0,1,0
"epitomized",0,0,0,0,1,0
"equipped",0,0,0,0,1,0
"errand",0,0,0,0,1,0
"essentially",0,0,0,0,1,0
"establishment",0,0,0,0,1,0
"evacuation",0,0,0,0,1,0
"evancho",0,0,0,0,1,0
"evangelicals",0,0,0,0,1,0
"everybodys",0,0,0,0,1,0
"everyone",0,0,0,0,1,0
"everyones",0,0,0,0,1,0
"exactly",0,0,0,0,1,0
"excellence",0,0,0,0,1,0
"except",0,0,0,0,1,0
"executive",0,0,0,0,1,0
"executives",0,0,0,0,1,0
"exercise",0,0,0,0,1,0
"expansion",0,0,0,0,1,0
"experience",0,0,0,0,1,0
"explain",0,0,0,0,1,0
"expression",0,0,0,0,1,0
"extremism",0,0,0,0,1,0
"faces",0,0,0,0,1,0
"factor",0,0,0,0,1,1
"factordfword",0,0,0,0,1,1
"factories",0,0,0,0,1,0
"factorization",0,0,0,0,1,1
"factory",0,0,0,0,1,0
"fall",0,0,0,0,1,0
"falling",0,0,0,0,1,0
"falls",0,0,0,0,1,0
"fantastic",0,0,0,0,1,0
"fantastically",0,0,0,0,1,0
"fast",0,0,0,0,1,0
"fault",0,0,0,0,1,0
"feature",0,0,0,0,1,1
"federal",0,0,0,0,1,0
"feel",0,0,0,0,1,0
"felt",0,0,0,0,1,0
"fest",0,0,0,0,1,0
"fiftyfive",0,0,0,0,1,0
"fighter",0,0,0,0,1,0
"fighters",0,0,0,0,1,0
"fighting",0,0,0,0,1,0
"file",0,0,0,0,1,4
"filepath",0,0,0,0,1,1
"files",0,0,0,0,1,1
"filllightgreen",0,0,0,0,1,1
"film",0,0,0,0,1,0
"final",0,0,0,0,1,0
"find",0,0,0,0,1,0
"fine",0,0,0,0,1,0
"fire",0,0,0,0,1,0
"firsthand",0,0,0,0,1,0
"fit",0,0,0,0,1,0
"fix",0,0,0,0,1,0
"fixed",0,0,0,0,1,0
"flawed",0,0,0,0,1,0
"fled",0,0,0,0,1,0
"fleeing",0,0,0,0,1,0
"flint",0,0,0,0,1,0
"flood",0,0,0,0,1,0
"florida",0,0,0,0,1,0
"focus",0,0,0,0,1,0
"focusing",0,0,0,0,1,0
"foes",0,0,0,0,1,0
"follow",0,0,0,0,1,0
"football",0,0,0,0,1,0
"ford",0,0,0,0,1,0
"foreigners",0,0,0,0,1,0
"forgotten",0,0,0,0,1,0
"form",0,0,0,0,1,0
"fortune",0,0,0,0,1,0
"forty",0,0,0,0,1,0
"found",0,0,0,0,1,0
"francisco",0,0,0,0,1,0
"franklin",0,0,0,0,1,0
"friday",0,0,0,0,1,0
"friend",0,0,0,0,1,0
"friends",0,0,0,0,1,0
"friendships",0,0,0,0,1,0
"front",0,0,0,0,1,0
"fte",0,0,0,0,1,0
"full",0,0,0,0,1,0
"fun",0,0,0,0,1,0
"funding",0,0,0,0,1,0
"funny",0,0,0,0,1,0
"future",0,0,0,0,1,0
"game",0,0,0,0,1,0
"games",0,0,0,0,1,0
"gang",0,0,0,0,1,0
"gathers",0,0,0,0,1,0
"gave",0,0,0,0,1,0
"gender",0,0,0,0,1,0
"general",0,0,0,0,1,0
"generations",0,0,0,0,1,0
"genetic",0,0,0,0,1,0
"geombarstatidentity",0,0,0,0,1,1
"germany",0,0,0,0,1,0
"gets",0,0,0,0,1,0
"ggplot",0,0,0,0,1,1
"ggplotdf",0,0,0,0,1,1
"ggtitletopic",0,0,0,0,1,1
"giuliani",0,0,0,0,1,0
"gives",0,0,0,0,1,0
"glove",0,0,0,0,1,0
"god",0,0,0,0,1,0
"goes",0,0,0,0,1,0
"gold",0,0,0,0,1,0
"golf",0,0,0,0,1,0
"goodness",0,0,0,0,1,0
"gorgeous",0,0,0,0,1,0
"governors",0,0,0,0,1,0
"graham",0,0,0,0,1,0
"grahams",0,0,0,0,1,0
"granted",0,0,0,0,1,0
"greatness",0,0,0,0,1,0
"greats",0,0,0,0,1,0
"greet",0,0,0,0,1,0
"gregs",0,0,0,0,1,0
"grew",0,0,0,0,1,0
"gross",0,0,0,0,1,0
"gsf",0,0,0,0,1,0
"gsubpattern",0,0,0,0,1,1
"gun",0,0,0,0,1,0
"gutted",0,0,0,0,1,0
"guy",0,0,0,0,1,0
"guys",0,0,0,0,1,0
"hacks",0,0,0,0,1,0
"haha",0,0,0,0,1,0
"half",0,0,0,0,1,0
"hand",0,0,0,0,1,0
"hangar",0,0,0,0,1,0
"happening",0,0,0,0,1,0
"happens",0,0,0,0,1,0
"happy",0,0,0,0,1,0
"harder",0,0,0,0,1,0
"harrowing",0,0,0,0,1,0
"harsh",0,0,0,0,1,0
"hate",0,0,0,0,1,0
"hater",0,0,0,0,1,0
"hatred",0,0,0,0,1,0
"havens",0,0,0,0,1,0
"havent",0,0,0,0,1,0
"head",0,0,0,0,1,0
"headdf",0,0,0,0,1,2
"headm",0,0,0,0,1,1
"headnewdata",0,0,0,0,1,1
"headphone",0,0,0,0,1,0
"heads",0,0,0,0,1,0
"healthcare",0,0,0,0,1,0
"healthy",0,0,0,0,1,0
"hear",0,0,0,0,1,0
"heard",0,0,0,0,1,0
"hearing",0,0,0,0,1,0
"hearts",0,0,0,0,1,0
"heavily",0,0,0,0,1,0
"heres",0,0,0,0,1,0
"heroine",0,0,0,0,1,0
"hey",0,0,0,0,1,0
"highest",0,0,0,0,1,0
"highway",0,0,0,0,1,0
"hike",0,0,0,0,1,0
"hilary",0,0,0,0,1,0
"hillary",0,0,0,0,1,0
"hills",0,0,0,0,1,0
"hispanic",0,0,0,0,1,0
"historic",0,0,0,0,1,0
"hit",0,0,0,0,1,0
"home",0,0,0,0,1,0
"honesty",0,0,0,0,1,0
"honor",0,0,0,0,1,0
"honored",0,0,0,0,1,0
"hook",0,0,0,0,1,0
"horrible",0,0,0,0,1,0
"horribly",0,0,0,0,1,0
"horror",0,0,0,0,1,0
"horse",0,0,0,0,1,0
"hour",0,0,0,0,1,0
"hours",0,0,0,0,1,0
"household",0,0,0,0,1,0
"hugs",0,0,0,0,1,0
"hundredperson",0,0,0,0,1,0
"ideally",0,0,0,0,1,0
"ignored",0,0,0,0,1,0
"illegal",0,0,0,0,1,0
"illegally",0,0,0,0,1,0
"imagine",0,0,0,0,1,0
"immediately",0,0,0,0,1,0
"immigrant",0,0,0,0,1,0
"immigrants",0,0,0,0,1,0
"immigration",0,0,0,0,1,0
"impervious",0,0,0,0,1,0
"import",0,0,0,0,1,0
"impossible",0,0,0,0,1,0
"incident",0,0,0,0,1,0
"incompetents",0,0,0,0,1,0
"increase",0,0,0,0,1,0
"independence",0,0,0,0,1,0
"indiana",0,0,0,0,1,0
"industry",0,0,0,0,1,0
"ineffective",0,0,0,0,1,0
"inner",0,0,0,0,1,0
"innovator",0,0,0,0,1,0
"insect",0,0,0,0,1,0
"inspectdocs",0,0,0,0,1,1
"interest",0,0,0,0,1,0
"interesting",0,0,0,0,1,0
"interrupt",0,0,0,0,1,0
"introduced",0,0,0,0,1,0
"involved",0,0,0,0,1,0
"involving",0,0,0,0,1,0
"iowa",0,0,0,0,1,0
"iraq",0,0,0,0,1,0
"island",0,0,0,0,1,0
"isnt",0,0,0,0,1,0
"issues",0,0,0,0,1,0
"jack",0,0,0,0,1,0
"jail",0,0,0,0,1,0
"jason",0,0,0,0,1,0
"jeb",0,0,0,0,1,0
"jeff",0,0,0,0,1,0
"jess",0,0,0,0,1,0
"jim",0,0,0,0,1,0
"jobkilling",0,0,0,0,1,0
"joe",0,0,0,0,1,0
"join",0,0,0,0,1,0
"joining",0,0,0,0,1,0
"judge",0,0,0,0,1,0
"judgment",0,0,0,0,1,0
"jump",0,0,0,0,1,0
"jumping",0,0,0,0,1,0
"jumps",0,0,0,0,1,0
"june",0,0,0,0,1,0
"justices",0,0,0,0,1,0
"justin",0,0,0,0,1,0
"kaine",0,0,0,0,1,0
"kappa",0,0,0,0,1,0
"karl",0,0,0,0,1,0
"kate",0,0,0,0,1,0
"keep",0,0,0,0,1,0
"kennedy",0,0,0,0,1,0
"kentucky",0,0,0,0,1,0
"kept",0,0,0,0,1,0
"kerr",0,0,0,0,1,0
"kids",0,0,0,0,1,0
"kill",0,0,0,0,1,0
"kinds",0,0,0,0,1,0
"knew",0,0,0,0,1,0
"knocked",0,0,0,0,1,0
"knowledge",0,0,0,0,1,0
"knows",0,0,0,0,1,0
"lady",0,0,0,0,1,0
"laid",0,0,0,0,1,0
"lakers",0,0,0,0,1,0
"lakes",0,0,0,0,1,0
"landslides",0,0,0,0,1,0
"lane",0,0,0,0,1,0
"large",0,0,0,0,1,0
"larger",0,0,0,0,1,0
"late",0,0,0,0,1,0
"law",0,0,0,0,1,0
"leadership",0,0,0,0,1,0
"leads",0,0,0,0,1,0
"least",0,0,0,0,1,0
"leaving",0,0,0,0,1,0
"left",0,0,0,0,1,0
"leg",0,0,0,0,1,0
"lengthdircname",0,0,0,0,1,1
"let",0,0,0,0,1,0
"letters",0,0,0,0,1,0
"liar",0,0,0,0,1,0
"liberty",0,0,0,0,1,0
"lie",0,0,0,0,1,0
"lied",0,0,0,0,1,0
"lies",0,0,0,0,1,0
"life",0,0,0,0,1,0
"lifetime",0,0,0,0,1,0
"light",0,0,0,0,1,0
"liked",0,0,0,0,1,0
"likes",0,0,0,0,1,0
"lilies",0,0,0,0,1,0
"lily",0,0,0,0,1,0
"line",0,0,0,0,1,0
"lines",0,0,0,0,1,0
"lingo",0,0,0,0,1,0
"lining",0,0,0,0,1,0
"lions",0,0,0,0,1,0
"list",0,0,0,0,1,0
"listen",0,0,0,0,1,0
"lived",0,0,0,0,1,0
"living",0,0,0,0,1,0
"loaf",0,0,0,0,1,0
"location",0,0,0,0,1,2
"longer",0,0,0,0,1,0
"looks",0,0,0,0,1,0
"lose",0,0,0,0,1,0
"losing",0,0,0,0,1,0
"lotta",0,0,0,0,1,0
"louise",0,0,0,0,1,0
"louisiana",0,0,0,0,1,0
"loved",0,0,0,0,1,0
"lovely",0,0,0,0,1,0
"low",0,0,0,0,1,0
"loyal",0,0,0,0,1,0
"lucia",0,0,0,0,1,0
"luck",0,0,0,0,1,0
"luncheon",0,0,0,0,1,0
"lurkers",0,0,0,0,1,0
"lyin",0,0,0,0,1,0
"magnificent",0,0,0,0,1,0
"major",0,0,0,0,1,0
"makes",0,0,0,0,1,0
"man",0,0,0,0,1,0
"mana",0,0,0,0,1,0
"manage",0,0,0,0,1,0
"manager",0,0,0,0,1,0
"manipulation",0,0,0,0,1,0
"manufacturing",0,0,0,0,1,0
"maryland",0,0,0,0,1,0
"mask",0,0,0,0,1,0
"massachusetts",0,0,0,0,1,0
"massive",0,0,0,0,1,0
"massively",0,0,0,0,1,0
"matches",0,0,0,0,1,0
"matrix",0,0,0,0,1,4
"mayor",0,0,0,0,1,0
"meaning",0,0,0,0,1,0
"medal",0,0,0,0,1,0
"meeting",0,0,0,0,1,0
"meets",0,0,0,0,1,0
"meijer",0,0,0,0,1,0
"men",0,0,0,0,1,0
"mention",0,0,0,0,1,0
"mentioned",0,0,0,0,1,0
"mesh",0,0,0,0,1,0
"mfmatrix",0,0,0,0,1,1
"michigan",0,0,0,0,1,0
"miles",0,0,0,0,1,0
"militia",0,0,0,0,1,0
"mind",0,0,0,0,1,0
"minutes",0,0,0,0,1,0
"missing",0,0,0,0,1,0
"mission",0,0,0,0,1,0
"mistake",0,0,0,0,1,0
"mistreated",0,0,0,0,1,0
"mochi",0,0,0,0,1,0
"model",0,0,0,0,1,0
"monthly",0,0,0,0,1,0
"months",0,0,0,0,1,0
"morphix",0,0,0,0,1,0
"motel",0,0,0,0,1,0
"motion",0,0,0,0,1,0
"motto",0,0,0,0,1,0
"moving",0,0,0,0,1,0
"murdered",0,0,0,0,1,0
"muscle",0,0,0,0,1,0
"must",0,0,0,0,1,0
"nafta",0,0,0,0,1,0
"narrative",0,0,0,0,1,0
"natural",0,0,0,0,1,0
"nazca",0,0,0,0,1,0
"needed",0,0,0,0,1,0
"negative",0,0,0,0,1,0
"negotiated",0,0,0,0,1,0
"negotiators",0,0,0,0,1,0
"newdata",0,0,0,0,1,2
"nicely",0,0,0,0,1,0
"nicest",0,0,0,0,1,0
"nightmare",0,0,0,0,1,0
"nine",0,0,0,0,1,0
"nmf",0,0,0,0,1,2
"nmfm",0,0,0,0,1,1
"nobodys",0,0,0,0,1,0
"nomination",0,0,0,0,1,0
"none",0,0,0,0,1,0
"norman",0,0,0,0,1,0
"north",0,0,0,0,1,0
"notes",0,0,0,0,1,0
"notice",0,0,0,0,1,0
"null",0,0,0,0,1,1
"obamaclinton",0,0,0,0,1,0
"obviously",0,0,0,0,1,0
"oclock",0,0,0,0,1,0
"offense",0,0,0,0,1,0
"officially",0,0,0,0,1,0
"ohio",0,0,0,0,1,0
"old",0,0,0,0,1,0
"omnibus",0,0,0,0,1,0
"onceinalifetime",0,0,0,0,1,0
"oneway",0,0,0,0,1,0
"online",0,0,0,0,1,0
"options",0,0,0,0,1,0
"order",0,0,0,0,1,2
"oreilly",0,0,0,0,1,0
"organization",0,0,0,0,1,0
"original",0,0,0,0,1,0
"otherwise",0,0,0,0,1,0
"overboard",0,0,0,0,1,0
"overlap",0,0,0,0,1,0
"overrun",0,0,0,0,1,0
"overseas",0,0,0,0,1,0
"overwhelming",0,0,0,0,1,0
"owe",0,0,0,0,1,0
"pac",0,0,0,0,1,0
"packed",0,0,0,0,1,0
"pages",0,0,0,0,1,0
"paid",0,0,0,0,1,0
"palin",0,0,0,0,1,0
"paragraph",0,0,0,0,1,0
"parent",0,0,0,0,1,0
"participated",0,0,0,0,1,0
"partition",0,0,0,0,1,0
"partner",0,0,0,0,1,0
"partnership",0,0,0,0,1,0
"parts",0,0,0,0,1,0
"party",0,0,0,0,1,0
"pass",0,0,0,0,1,0
"pathetic",0,0,0,0,1,0
"pathway",0,0,0,0,1,0
"patrol",0,0,0,0,1,0
"pattern",0,0,0,0,1,1
"paul",0,0,0,0,1,0
"pence",0,0,0,0,1,0
"pennsylvania",0,0,0,0,1,0
"peoples",0,0,0,0,1,0
"perhaps",0,0,0,0,1,0
"persevered",0,0,0,0,1,0
"person",0,0,0,0,1,0
"personality",0,0,0,0,1,0
"perspective",0,0,0,0,1,0
"phenomena",0,0,0,0,1,0
"phenomenal",0,0,0,0,1,0
"phenomenas",0,0,0,0,1,0
"phenomenon",0,0,0,0,1,0
"phone",0,0,0,0,1,0
"pick",0,0,0,0,1,0
"pitches",0,0,0,0,1,0
"placed",0,0,0,0,1,0
"places",0,0,0,0,1,0
"plant",0,0,0,0,1,0
"plants",0,0,0,0,1,0
"players",0,0,0,0,1,0
"playing",0,0,0,0,1,0
"please",0,0,0,0,1,0
"pledge",0,0,0,0,1,0
"plenty",0,0,0,0,1,0
"policies",0,0,0,0,1,0
"politician",0,0,0,0,1,0
"pond",0,0,0,0,1,0
"poorly",0,0,0,0,1,0
"popular",0,0,0,0,1,0
"positive",0,0,0,0,1,0
"possible",0,0,0,0,1,0
"poughkeepsie",0,0,0,0,1,0
"pouring",0,0,0,0,1,0
"power",0,0,0,0,1,0
"practical",0,0,0,0,1,0
"practically",0,0,0,0,1,0
"preference",0,0,0,0,1,0
"premiums",0,0,0,0,1,0
"prepare",0,0,0,0,1,1
"present",0,0,0,0,1,0
"presidency",0,0,0,0,1,0
"pretty",0,0,0,0,1,0
"prevent",0,0,0,0,1,0
"previews",0,0,0,0,1,0
"prints",0,0,0,0,1,0
"printw",0,0,0,0,1,1
"prob",0,0,0,0,1,0
"problems",0,0,0,0,1,0
"produced",0,0,0,0,1,0
"product",0,0,0,0,1,0
"production",0,0,0,0,1,0
"products",0,0,0,0,1,0
"program",0,0,0,0,1,0
"promise",0,0,0,0,1,0
"prompt",0,0,0,0,1,0
"proposed",0,0,0,0,1,0
"protected",0,0,0,0,1,0
"protectors",0,0,0,0,1,0
"proven",0,0,0,0,1,0
"proves",0,0,0,0,1,0
"pure",0,0,0,0,1,0
"qualified",0,0,0,0,1,0
"quarterback",0,0,0,0,1,0
"quickly",0,0,0,0,1,0
"quit",0,0,0,0,1,0
"quitting",0,0,0,0,1,0
"radiant",0,0,0,0,1,0
"radical",0,0,0,0,1,0
"radicalism",0,0,0,0,1,0
"radio",0,0,0,0,1,0
"raided",0,0,0,0,1,0
"rain",0,0,0,0,1,0
"raise",0,0,0,0,1,0
"raleys",0,0,0,0,1,0
"rally",0,0,0,0,1,0
"rallys",0,0,0,0,1,0
"rant",0,0,0,0,1,0
"rave",0,0,0,0,1,0
"reaches",0,0,0,0,1,0
"reacted",0,0,0,0,1,0
"readcsvfile",0,0,0,0,1,1
"reagan",0,0,0,0,1,0
"real",0,0,0,0,1,1
"realize",0,0,0,0,1,0
"realized",0,0,0,0,1,0
"realizing",0,0,0,0,1,0
"rebuild",0,0,0,0,1,0
"recipients",0,0,0,0,1,0
"record",0,0,0,0,1,0
"refugee",0,0,0,0,1,0
"refugees",0,0,0,0,1,0
"regard",0,0,0,0,1,0
"regions",0,0,0,0,1,0
"regretting",0,0,0,0,1,0
"regulation",0,0,0,0,1,0
"released",0,0,0,0,1,0
"religious",0,0,0,0,1,0
"removenumbers",0,0,0,0,1,1
"removepunctuation",0,0,0,0,1,1
"removewords",0,0,0,0,1,1
"renegotiate",0,0,0,0,1,0
"rep",0,0,0,0,1,0
"repeal",0,0,0,0,1,0
"repealing",0,0,0,0,1,0
"replace",0,0,0,0,1,0
"replacing",0,0,0,0,1,0
"representatives",0,0,0,0,1,0
"republican",0,0,0,0,1,0
"res",0,0,0,0,1,1
"residents",0,0,0,0,1,0
"resistance",0,0,0,0,1,0
"rest",0,0,0,0,1,0
"restored",0,0,0,0,1,0
"restoring",0,0,0,0,1,0
"restructuring",0,0,0,0,1,0
"retail",0,0,0,0,1,0
"retire",0,0,0,0,1,0
"return",0,0,0,0,1,0
"rfiles",0,0,0,0,1,3
"rhetoric",0,0,0,0,1,0
"rhode",0,0,0,0,1,0
"rich",0,0,0,0,1,0
"richest",0,0,0,0,1,0
"rig",0,0,0,0,1,0
"rigged",0,0,0,0,1,0
"ring",0,0,0,0,1,0
"ripped",0,0,0,0,1,0
"ripping",0,0,0,0,1,0
"rise",0,0,0,0,1,0
"road",0,0,0,0,1,0
"roads",0,0,0,0,1,0
"roll",0,0,0,0,1,0
"rolla",0,0,0,0,1,0
"ronald",0,0,0,0,1,0
"roof",0,0,0,0,1,0
"rose",0,0,0,0,1,0
"rosemarie",0,0,0,0,1,0
"roses",0,0,0,0,1,0
"rosie",0,0,0,0,1,0
"round",0,0,0,0,1,0
"rove",0,0,0,0,1,0
"row",0,0,0,0,1,0
"rownamesm",0,0,0,0,1,1
"rowsumsdf",0,0,0,0,1,1
"rubio",0,0,0,0,1,0
"rudolph",0,0,0,0,1,0
"ruled",0,0,0,0,1,0
"rum",0,0,0,0,1,0
"rusev",0,0,0,0,1,0
"rustling",0,0,0,0,1,0
"rut",0,0,0,0,1,0
"sad",0,0,0,0,1,0
"safe",0,0,0,0,1,0
"safety",0,0,0,0,1,0
"saluting",0,0,0,0,1,0
"san",0,0,0,0,1,0
"sanctuary",0,0,0,0,1,0
"sand",0,0,0,0,1,0
"sandwich",0,0,0,0,1,0
"sarah",0,0,0,0,1,0
"saturday",0,0,0,0,1,0
"save",0,0,0,0,1,1
"saved",0,0,0,0,1,0
"school",0,0,0,0,1,0
"schools",0,0,0,0,1,0
"secretariats",0,0,0,0,1,0
"secure",0,0,0,0,1,0
"seeds",0,0,0,0,1,0
"seeing",0,0,0,0,1,0
"sell",0,0,0,0,1,0
"seller",0,0,0,0,1,0
"senator",0,0,0,0,1,0
"sense",0,0,0,0,1,0
"sentence",0,0,0,0,1,0
"sequester",0,0,0,0,1,0
"serve",0,0,0,0,1,0
"setwd",0,0,0,0,1,1
"seven",0,0,0,0,1,0
"several",0,0,0,0,1,0
"shaking",0,0,0,0,1,0
"sheriff",0,0,0,0,1,0
"shes",0,0,0,0,1,0
"shift",0,0,0,0,1,0
"ship",0,0,0,0,1,0
"shit",0,0,0,0,1,0
"shocked",0,0,0,0,1,0
"shoes",0,0,0,0,1,0
"shootings",0,0,0,0,1,0
"shopper",0,0,0,0,1,0
"short",0,0,0,0,1,0
"show",0,0,0,0,1,0
"showing",0,0,0,0,1,0
"shows",0,0,0,0,1,0
"shut",0,0,0,0,1,0
"siblings",0,0,0,0,1,0
"side",0,0,0,0,1,0
"signed",0,0,0,0,1,0
"significantly",0,0,0,0,1,0
"silly",0,0,0,0,1,0
"similar",0,0,0,0,1,0
"simple",0,0,0,0,1,0
"singapore",0,0,0,0,1,0
"singapores",0,0,0,0,1,0
"sir",0,0,0,0,1,0
"sister",0,0,0,0,1,0
"sitting",0,0,0,0,1,0
"sixty",0,0,0,0,1,0
"sixtytwo",0,0,0,0,1,0
"slashes",0,0,0,0,1,0
"sleep",0,0,0,0,1,0
"slide",0,0,0,0,1,0
"slur",0,0,0,0,1,0
"small",0,0,0,0,1,0
"smart",0,0,0,0,1,0
"smarter",0,0,0,0,1,0
"socalled",0,0,0,0,1,0
"sold",0,0,0,0,1,0
"solve",0,0,0,0,1,0
"somebody",0,0,0,0,1,0
"someone",0,0,0,0,1,0
"son",0,0,0,0,1,0
"song",0,0,0,0,1,0
"sorry",0,0,0,0,1,0
"speak",0,0,0,0,1,0
"speaks",0,0,0,0,1,0
"spears",0,0,0,0,1,0
"specify",0,0,0,0,1,1
"speechtxtspeechtxtspeechtxt",0,0,0,0,1,0
"speechtxtspeechtxtspeechtxttdmcsvtextmrr",0,0,0,0,1,0
"speechtxttdmcsvtextmrr",0,0,0,0,1,0
"spending",0,0,0,0,1,0
"spent",0,0,0,0,1,0
"spills",0,0,0,0,1,0
"spin",0,0,0,0,1,0
"spoke",0,0,0,0,1,0
"spotted",0,0,0,0,1,0
"spread",0,0,0,0,1,0
"stack",0,0,0,0,1,0
"stadiums",0,0,0,0,1,0
"stage",0,0,0,0,1,0
"stakes",0,0,0,0,1,0
"standard",0,0,0,0,1,0
"stands",0,0,0,0,1,0
"star",0,0,0,0,1,0
"started",0,0,0,0,1,0
"statements",0,0,0,0,1,0
"statistically",0,0,0,0,1,0
"stats",0,0,0,0,1,0
"stay",0,0,0,0,1,0
"steak",0,0,0,0,1,0
"steam",0,0,0,0,1,0
"steel",0,0,0,0,1,0
"steinle",0,0,0,0,1,0
"stemdocument",0,0,0,0,1,1
"steve",0,0,0,0,1,0
"stolen",0,0,0,0,1,0
"stopped",0,0,0,0,1,0
"stopping",0,0,0,0,1,0
"stopwordsenglish",0,0,0,0,1,1
"store",0,0,0,0,1,0
"straight",0,0,0,0,1,0
"straighten",0,0,0,0,1,0
"street",0,0,0,0,1,0
"strength",0,0,0,0,1,0
"stripwhitespace",0,0,0,0,1,1
"stronger",0,0,0,0,1,0
"stronghold",0,0,0,0,1,0
"strongly",0,0,0,0,1,0
"struggling",0,0,0,0,1,0
"stuff",0,0,0,0,1,0
"stupid",0,0,0,0,1,0
"stupidity",0,0,0,0,1,0
"sucked",0,0,0,0,1,0
"sucker",0,0,0,0,1,0
"suddenly",0,0,0,0,1,0
"suffers",0,0,0,0,1,0
"suffolk",0,0,0,0,1,0
"summers",0,0,0,0,1,0
"summing",0,0,0,0,1,0
"sup",0,0,0,0,1,0
"super",0,0,0,0,1,0
"supported",0,0,0,0,1,0
"supports",0,0,0,0,1,0
"supposed",0,0,0,0,1,0
"surging",0,0,0,0,1,0
"survey",0,0,0,0,1,0
"suspend",0,0,0,0,1,0
"swamp",0,0,0,0,1,0
"sweet",0,0,0,0,1,0
"syrian",0,0,0,0,1,0
"systems",0,0,0,0,1,0
"talented",0,0,0,0,1,0
"talked",0,0,0,0,1,0
"talker",0,0,0,0,1,0
"talking",0,0,0,0,1,0
"tax",0,0,0,0,1,0
"taxes",0,0,0,0,1,0
"tdm",0,0,0,0,1,3
"tdmcsv",0,0,0,0,1,2
"team",0,0,0,0,1,0
"teleprompter",0,0,0,0,1,0
"temper",0,0,0,0,1,0
"tempers",0,0,0,0,1,0
"ten",0,0,0,0,1,0
"tenant",0,0,0,0,1,0
"tennis",0,0,0,0,1,0
"term",0,0,0,0,1,1
"termdocumentmatrixdocs",0,0,0,0,1,1
"terrible",0,0,0,0,1,0
"terrorists",0,0,0,0,1,0
"test",0,0,0,0,1,1
"testitude",0,0,0,0,1,0
"text",0,0,0,0,1,2
"textmrrechotrue",0,0,0,0,1,0
"thatll",0,0,0,0,1,0
"therefore",0,0,0,0,1,0
"theyll",0,0,0,0,1,0
"things",0,0,0,0,1,0
"thinkin",0,0,0,0,1,0
"thirty",0,0,0,0,1,0
"thought",0,0,0,0,1,0
"thousand",0,0,0,0,1,0
"threatening",0,0,0,0,1,0
"three",0,0,0,0,1,0
"thrive",0,0,0,0,1,0
"throat",0,0,0,0,1,0
"ticklish",0,0,0,0,1,0
"tie",0,0,0,0,1,0
"tim",0,0,0,0,1,0
"tired",0,0,0,0,1,0
"title",0,0,0,0,1,0
"tmmapdocs",0,0,0,0,1,7
"tom",0,0,0,0,1,0
"tommy",0,0,0,0,1,0
"tone",0,0,0,0,1,0
"tongue",0,0,0,0,1,0
"topic",0,0,0,0,1,1
"tospace",0,0,0,0,1,2
"total",0,0,0,0,1,0
"totally",0,0,0,0,1,0
"touchin",0,0,0,0,1,0
"touching",0,0,0,0,1,0
"tougher",0,0,0,0,1,0
